X_Minimum,X_Maximum,Pixels_Areas,X_Perimeter,Y_Perimeter,Sum_of_Luminosity,Minimum_of_Luminosity,Length_of_Conveyer,Edges_Index,Empty_Index,Square_Index,Outside_X_Index,Edges_X_Index,Edges_Y_Index,Outside_Global_Index,LogOfAreas,Log_X_Index,Log_Y_Index,Orientation_Index,SigmoidOfAreas
1077,1090,80,19,12,9556,104,1364,0.412,0.4667,0.4375,0.0117,0.8846,0.5833,0.0,1.9031,1.2041,0.8451,-0.5625,0.2195
192,218,677,81,41,86417,119,1358,0.2889,0.583,0.7619,0.0465,0.6073,0.5,0.0,2.8306,1.7993,1.5181,-0.2381,0.9685
1067,1077,52,9,15,7385,129,1358,0.8118,0.4667,0.5333,0.0059,0.8889,1.0,0.0,1.716,0.9031,1.1761,-0.4667,0.14
1568,1578,56,11,12,4561,73,1696,0.1494,0.3933,0.6667,0.0071,0.9091,1.0,1.0,1.7482,1.0792,1.0792,0.3333,0.2018
41,218,6281,262,147,654358,46,1358,0.0604,0.4668,0.3869,0.1289,0.645,0.4295,0.0,3.798,2.2529,1.8261,-0.6131,1.0
1541,1556,247,32,21,26419,91,1648,0.3965,0.3977,0.6818,0.0103,0.4063,1.0,1.0,2.3927,1.1461,1.3222,0.3182,0.417
29,39,125,19,14,12047,86,1356,0.0354,0.2878,0.8571,0.0071,0.6316,1.0,1.0,2.0969,1.0792,1.1461,0.1429,0.2901
1038,1047,116,12,24,12530,103,1387,0.0782,0.4143,0.4706,0.0047,0.6667,1.0,1.0,2.0645,0.9031,1.3802,0.5294,0.3509
1568,1578,215,28,36,24672,86,1692,0.1324,0.5258,0.5517,0.0083,0.4286,0.9167,1.0,2.3324,1.1461,1.4624,0.4483,0.7462
705,727,375,65,38,36546,96,1358,0.9277,0.3818,0.3514,0.0096,0.2959,0.9778,1.0,2.574,1.1139,1.5682,0.6486,0.767
41,194,12388,240,136,1367596,44,1402,0.0556,0.4933,0.3988,0.1105,0.5796,0.5213,0.0,3.0871,2.1818,1.7993,-0.6012,1.0
1567,1582,111,19,10,13961,80,1692,0.1224,0.3929,0.625,0.0102,0.9474,0.8,0.0,2.0492,1.2553,0.9031,-0.375,0.3601
1531,1544,168,18,28,17673,68,1692,0.1684,0.2645,0.6087,0.0083,0.7222,1.0,1.0,2.2253,1.1461,1.3617,0.3913,0.5329
256,280,192,32,23,29896,119,1358,0.3142,0.5156,0.9565,0.0162,0.6875,0.8696,0.0,2.2833,1.3424,1.301,-0.0435,0.7955
1211,1219,51,7,4,6293,110,1358,0.2047,0.24,0.5,0.0059,0.8571,1.0,0.0,1.7076,0.9031,0.6021,-0.5,0.1417
130,151,250,59,42,34165,114,1356,0.2015,0.583,0.4128,0.0206,0.4516,0.5185,0.0,2.3979,1.4472,1.1461,-0.5872,0.6514
733,746,209,37,27,24463,81,1372,0.1183,0.5097,0.4643,0.0096,0.5116,0.9643,1.0,2.3201,1.1139,1.4314,0.5357,0.5642
589,599,66,10,10,6684,79,1690,0.8852,0.175,0.8,0.0059,0.8,1.0,1.0,1.8195,0.9031,1.0,0.2,0.1852
749,768,125,17,13,12174,84,1362,0.8793,0.2778,0.8571,0.0117,0.9412,1.0,0.0,2.0969,1.2041,1.0792,-0.1429,0.2901
575,583,60,16,11,6734,99,1354,0.776,0.3,0.5333,0.0089,0.7241,0.8182,0.0,1.7781,1.1761,0.9542,-0.4667,0.2288
1314,1333,206,25,42,20642,92,1362,0.0,0.4267,0.2857,0.011,0.6,1.0,1.0,2.3139,1.1761,1.6233,0.7143,0.7933
39,187,11510,692,407,1293558,33,1358,0.0613,0.5232,0.9737,0.1043,0.2435,0.4363,0.0,4.062,2.1644,2.2553,-0.0263,1.0
57,65,155,24,24,15896,84,1356,0.1727,0.4195,0.8235,0.0096,0.6191,0.9583,1.0,2.1931,1.1139,1.3222,0.1765,0.3945
13,25,111,15,12,9367,77,1687,0.0103,0.5152,0.9167,0.0071,0.8,1.0,0.0,2.0453,1.0792,1.0414,-0.0833,0.2432
621,632,585,62,134,68470,85,1364,0.1165,0.4022,0.1336,0.0081,0.2105,1.0,1.0,2.7672,1.0414,2.1239,0.8642,1.0
860,866,54,12,8,5249,84,1690,0.734,0.2361,0.8889,0.0053,0.8333,1.0,0.0,1.7324,0.9542,0.9031,-0.1111,0.1773
103,116,137,22,19,16571,105,1356,0.1523,0.4368,0.5263,0.0074,0.5,0.9231,1.0,2.1335,1.0,1.2787,0.4737,0.3212
1073,1084,56,10,10,5957,95,1688,0.6311,0.2,0.9,0.0041,0.7,1.0,1.0,1.7482,0.8451,1.0,0.1,0.1954
1272,1285,59,14,10,7164,65,1692,0.2441,0.1,0.8,0.006,0.7143,1.0,0.0,1.7708,1.0,1.0,-0.2,0.1852
0,17,677,59,70,86417,92,1687,0.0,0.7074,0.1972,0.0126,0.2604,0.9857,1.0,2.842,1.2305,1.8389,0.8028,0.9998
949,961,62,10,9,7446,99,1362,0.6,0.2778,0.8889,0.0066,0.8,1.0,1.0,1.7924,0.9542,0.9542,0.1111,0.1773
1358,1372,192,47,17,21582,117,1362,0.013,0.5602,0.7143,0.0185,0.5745,0.8824,0.0,2.2878,1.3979,1.3222,-0.2857,0.5212
1031,1056,105,23,28,11804,101,1362,0.4564,0.6756,0.4,0.0183,0.5652,0.3571,0.0,2.0212,1.3979,1.0792,-0.6,0.5296
1323,1333,78,14,12,8193,86,1692,0.3314,0.303,0.6818,0.0065,0.9286,0.9167,0.0,1.8721,1.0414,0.8451,-0.3182,0.2051
1146,1155,699,43,50,72355,93,1374,0.2202,0.4056,0.4,0.0066,0.2093,1.0,1.0,2.8482,0.9542,1.699,0.6,0.9985
1573,1591,97,13,12,9367,65,1694,0.1194,0.2007,1.0,0.0077,0.7692,1.0,0.5,1.9868,1.1139,1.0792,0.0,0.2583
1033,1045,69,18,9,8824,110,1360,0.4468,0.4444,0.3333,0.0125,0.9444,0.6667,0.0,1.8389,1.2305,0.7782,-0.6667,0.215
157,167,116,21,16,20131,122,1358,0.2596,0.3631,0.8125,0.0118,1.0,0.8125,0.0,2.0645,1.2305,1.1139,-0.1875,0.3479
41,192,11411,634,359,1308444,36,1402,0.0585,0.497,0.9206,0.1077,0.2414,0.3857,0.0,4.0552,2.179,2.2227,-0.0794,1.0
779,788,80,7,12,10286,106,1358,0.8371,0.2143,0.5833,0.0052,0.7143,1.0,1.0,1.9031,0.8451,1.0792,0.4167,0.1892
1572,1587,168,25,32,21649,108,1692,0.1608,0.6357,0.95,0.0077,0.6,0.9474,1.0,2.2253,1.1139,1.2553,0.05,0.5659
1558,1566,128,15,18,14874,81,1624,0.4686,0.2899,0.9286,0.0077,0.8667,1.0,0.0,2.1072,1.1139,1.2553,-0.0714,0.2914
39,60,571,37,34,62823,96,1354,0.0576,0.5904,0.4815,0.0243,0.6122,0.7907,0.0,2.7566,1.5185,1.5315,-0.5185,0.9919
41,214,6182,257,128,641502,42,1356,0.0604,0.435,0.3714,0.1291,0.6654,0.4545,0.0,3.7911,2.243,1.8129,-0.6286,1.0
474,486,54,15,17,6243,98,1692,0.5685,0.2361,0.8889,0.0054,0.8,0.9412,1.0,1.7324,0.9542,1.2041,0.1111,0.1773
919,928,705,18,125,88065,92,1387,0.6456,0.3818,0.2662,0.0088,0.6667,1.0,1.0,2.8998,1.0792,2.0934,0.7368,0.9998
1036,1047,115,30,20,11931,81,1354,0.0857,0.4627,0.6111,0.0132,0.6,0.85,0.0,2.0607,1.2553,1.301,-0.3889,0.3329
431,436,62,13,14,7446,95,1648,0.6417,0.3854,0.6429,0.0049,0.6154,1.0,1.0,1.7924,0.9031,1.1461,0.3571,0.204
824,832,45,9,7,4633,95,1690,0.8003,0.1746,0.8889,0.0053,1.0,1.0,0.0,1.6532,0.9542,0.9031,-0.1111,0.1773
464,476,39,11,10,4385,83,1688,0.4105,0.1901,0.625,0.0059,0.9091,1.0,1.0,1.5911,1.0,1.0,0.375,0.1954
0,13,231,25,25,22254,97,1656,0.0,0.3709,0.6522,0.0091,0.48,1.0,1.0,2.3636,1.1847,1.3424,0.3478,0.4963
1245,1261,184,26,16,17295,81,1694,0.2088,0.3158,0.8125,0.0118,0.6154,0.9412,0.0,2.2648,1.2041,1.2041,-0.1875,0.3977
971,980,71,15,11,7890,78,1652,0.5772,0.1909,0.9091,0.006,0.6667,1.0,1.0,1.8513,1.0,1.0414,0.0909,0.2173
1202,1212,52,14,14,5695,91,1353,0.7181,0.2143,0.5,0.0052,0.5,1.0,1.0,1.716,0.8451,1.1461,0.5,0.204
837,866,209,44,19,24783,109,1358,0.7463,0.6458,0.0662,0.0258,0.9655,0.5461,0.0,2.3201,1.6335,0.4771,-0.9338,0.5362
136,151,137,20,16,15526,96,1356,0.1657,0.5792,0.8824,0.0125,0.85,0.875,0.0,2.1367,1.2305,1.1461,-0.1177,0.3419
1393,1401,56,12,9,5857,90,1627,0.2668,0.2222,0.8889,0.0058,0.6667,1.0,1.0,1.7482,0.9031,0.9542,0.1111,0.1773
1243,1252,184,23,22,17587,81,1364,0.1078,0.3566,0.6364,0.0103,0.5263,1.0,1.0,2.2601,1.1461,1.3424,0.3636,0.5096
1175,1191,97,33,15,9247,48,1364,0.2482,0.6373,0.625,0.0161,0.7273,1.0,1.0,1.9868,1.3424,1.0792,0.375,0.3601
93,171,8709,492,293,996980,47,1400,0.1443,0.572,0.9394,0.0738,0.2419,0.4744,1.0,3.94,2.0899,2.2201,0.0606,1.0
1067,1073,114,16,18,12773,92,1360,0.4106,0.3,0.5294,0.0066,0.5625,0.9444,1.0,2.0569,0.9542,1.2305,0.4706,0.2699
458,519,505,49,47,62823,73,1364,0.6785,0.5898,0.5172,0.0242,0.6809,0.9194,0.0,2.7033,1.5185,1.4624,-0.4828,0.9929
39,212,6596,268,139,622528,38,1358,0.0553,0.4233,0.3918,0.1274,0.6027,0.4114,0.0,3.8301,2.233,1.8325,-0.6082,1.0
1245,1258,308,37,39,37264,118,1374,0.1418,0.411,0.5185,0.0095,0.3514,1.0,1.0,2.4885,1.1139,1.5185,0.4815,0.8355
1324,1348,137,35,24,15147,107,1364,0.0355,0.5702,0.8849,0.0162,0.5714,0.8571,0.0,2.1367,1.3424,1.3802,-0.1151,0.5461
936,944,66,10,10,7605,89,1690,0.8881,0.175,0.8,0.0047,0.8,1.0,1.0,1.8195,0.9031,1.0,0.2,0.1852
39,222,6294,283,131,672664,40,1356,0.0575,0.4818,0.3771,0.1293,0.6651,0.5105,0.0,3.8176,2.2529,1.7404,-0.6229,1.0
812,823,80,11,12,9137,92,1692,0.9808,0.2222,0.75,0.0066,0.8182,1.0,1.0,1.9031,0.9542,1.0792,0.25,0.215
624,642,884,59,63,90154,85,1364,0.8473,0.4471,0.1923,0.0118,0.2959,0.9885,1.0,2.9464,1.2041,1.7993,0.8027,0.9997
10,22,140,21,21,15526,86,1687,0.0047,0.3278,0.4762,0.0066,0.4286,1.0,1.0,2.1461,0.9542,1.3222,0.5238,0.3509
1360,1373,167,14,20,16337,84,1632,0.3091,0.3864,0.4,0.0055,0.3571,1.0,1.0,2.2227,0.9542,1.301,0.6,0.3977
489,494,51,14,8,6028,94,1656,0.6052,0.2222,0.8889,0.0048,0.6429,1.0,0.0,1.7076,0.9031,0.9031,-0.1111,0.1773
39,226,18071,814,534,2160349,27,1400,0.0557,0.5019,0.8809,0.1336,0.2297,0.3689,1.0,4.257,2.2718,2.233,0.1191,1.0
980,992,115,34,17,13696,114,1362,0.4106,0.5294,0.4706,0.0132,0.5294,0.9412,0.0,2.0607,1.2553,1.2041,-0.5294,0.4399
39,214,6998,265,123,723207,38,1358,0.0574,0.413,0.3829,0.1289,0.6387,0.4516,0.0,3.8377,2.243,1.8261,-0.6171,1.0
39,212,6525,278,138,674367,38,1358,0.0574,0.4285,0.3815,0.1274,0.6223,0.4925,0.0,3.8146,2.238,1.8325,-0.6185,1.0
619,630,75,11,11,8361,99,1658,0.9048,0.2597,0.6364,0.0048,0.6364,1.0,1.0,1.8751,0.8451,1.0414,0.3636,0.1822
621,643,995,682,424,1083941,103,1402,0.9106,0.6156,0.1563,0.0941,0.2199,0.1509,1.0,2.9978,2.1072,2.0294,0.8438,1.0
1327,1339,260,36,33,28320,100,1356,0.2055,0.3536,0.2727,0.0132,0.3636,1.0,1.0,2.415,1.2553,1.5185,0.7273,0.7512
49,62,566,35,65,62326,95,1354,0.0768,0.2702,0.2632,0.0083,0.3429,1.0,1.0,2.7582,1.1461,1.7559,0.7368,0.9755
39,214,5941,205,108,618954,43,1356,0.0575,0.4331,0.3771,0.1291,0.7449,0.5,0.0,3.7789,2.243,1.8129,-0.6229,1.0
122,146,184,30,16,18327,96,1362,0.1684,0.4141,0.6111,0.0132,0.6,0.6875,0.0,2.2648,1.2553,1.0414,-0.3889,0.3329
1065,1084,217,23,43,2219,86,1366,0.4126,0.5053,0.3659,0.0104,0.6087,1.0,1.0,2.3365,1.1461,1.6128,0.6342,0.8894
699,740,235,15,31,23642,66,1353,0.9164,0.3095,0.2105,0.0037,0.3333,1.0,1.0,2.3711,0.699,1.4914,0.7895,0.4713
159,172,106,25,20,9124,83,1690,0.2241,0.3056,0.6,0.0071,0.45,1.0,1.0,2.0253,1.0792,1.301,0.4,0.2914
1138,1156,101,33,21,10605,97,1360,0.4686,0.4938,0.6452,0.0169,0.6944,0.7037,1.0,2.0043,1.3617,1.3222,0.3548,0.5642
39,214,6472,279,154,658162,42,1358,0.0574,0.464,0.3947,0.1289,0.6295,0.4286,0.0,3.8224,2.243,1.8325,-0.6053,1.0
980,992,107,15,10,10477,112,1648,0.4136,0.4444,0.75,0.0071,0.8,0.9,0.0,2.0294,1.0792,0.9542,-0.25,0.215
996,1002,66,12,12,7683,101,1362,0.6618,0.2778,0.8889,0.0073,0.8333,1.0,1.0,1.8195,1.0,1.0792,0.1111,0.1773
1326,1338,127,14,29,11981,92,1353,0.0325,0.3157,0.3514,0.0066,0.3571,1.0,1.0,2.1038,0.9542,1.4624,0.6486,0.3285
0,9,376,24,44,17363,76,1356,0.0,0.4487,0.1956,0.0066,0.375,0.9773,1.0,2.5752,0.9542,1.6435,0.8044,0.7955
1252,1263,105,28,17,10152,84,1356,0.9361,0.5227,0.7826,0.0162,0.8929,0.9412,0.0,2.0212,1.3424,1.2041,-0.2174,0.3097
1041,1056,201,43,43,20916,85,1362,0.4978,0.3848,0.3235,0.0088,0.2791,1.0,1.0,2.3032,1.0792,1.5315,0.6765,0.6173
1307,1325,231,29,26,25096,104,1362,0.0207,0.4529,0.4167,0.0103,0.4828,1.0,1.0,2.3692,1.1461,1.3802,0.5833,0.633
557,567,108,13,10,9968,84,1688,0.8778,0.375,0.9,0.0059,0.7692,1.0,1.0,2.0334,1.0,1.0,0.1,0.2583
1050,1071,301,16,32,24156,84,1690,0.6417,0.2975,0.2815,0.0071,0.75,1.0,1.0,2.4698,1.0792,1.5051,0.7185,0.8705
41,192,10986,613,387,1096282,37,1402,0.0585,0.438,0.9398,0.1077,0.2497,0.4839,1.0,4.0212,2.1761,2.2253,0.0602,1.0
1121,1130,57,16,12,7758,22,1364,0.2303,0.3214,0.5833,0.0051,0.5625,1.0,1.0,1.7559,0.8451,1.0792,0.4167,0.1892
567,585,59,26,5,5577,123,1366,0.7844,0.4222,0.9231,0.0109,0.6786,0.8333,0.0,1.7708,1.2553,0.699,-0.0769,0.2061
41,212,6543,285,147,618954,40,1356,0.0604,0.4562,0.3918,0.1274,0.6316,0.4963,0.0,3.811,2.238,1.8261,-0.6082,1.0
41,215,21036,861,543,2154885,25,1402,0.0585,0.6004,0.9444,0.1293,0.2452,0.47401,1.0,4.3165,2.2455,2.3222,0.0556,1.0
1465,1486,995,102,131,99456,47,1692,0.2059,0.4199,0.1329,0.017,0.113,0.9891,1.0,2.9974,1.4472,2.1206,0.8671,1.0
1605,1616,84,13,12,8047,82,1686,0.0627,0.2639,1.0,0.0059,0.7692,1.0,0.5,1.9243,1.0,1.0792,0.0,0.2583
1145,1157,160,24,22,21321,105,1364,0.3338,0.4818,0.5714,0.0095,0.5833,0.9615,0.0,2.2041,1.2041,1.1761,-0.4286,0.3197
547,588,208,44,17,25181,96,1690,0.8297,0.5347,0.4,0.0148,0.8148,0.7059,0.0,2.3181,1.3979,1.0792,-0.6,0.5951
1289,1301,140,22,22,16020,106,1374,0.4538,0.4931,0.5454,0.0087,0.5454,1.0,1.0,2.1461,1.0792,1.3424,0.4545,0.4366
728,735,17,10,5,2267,114,1360,0.8809,0.4286,0.7143,0.0052,0.7,1.0,0.0,1.2305,0.8451,0.699,-0.2857,0.1441
1065,1074,126,16,26,11973,78,1358,0.7385,0.3462,0.5769,0.0066,0.5625,1.0,1.0,2.1004,0.9542,1.415,0.4231,0.3479
41,196,3288,296,139,342202,49,1358,0.0754,0.35,0.5743,0.1156,0.5676,0.413,0.0,3.4458,2.1959,1.7559,-0.4257,1.0
1162,1157,74,14,14,10702,110,1356,0.2776,0.2143,0.5,0.0066,0.5714,1.0,1.0,1.8692,0.9542,1.0792,0.5,0.204
1152,1167,140,27,17,17621,119,1362,0.2863,0.3905,0.9333,0.0132,0.5833,0.8824,0.0,2.1461,1.2553,1.1761,-0.0667,0.5951
965,975,111,12,12,9643,90,1658,0.9164,0.4,1.0,0.0071,1.0,1.0,0.5,2.0453,1.0792,1.0792,0.0,0.2583
41,214,13601,805,503,1758655,27,1400,0.0586,0.494,0.9884,0.1221,0.2124,0.34,1.0,4.1336,2.1732,2.238,0.0116,1.0
586,623,100,36,25,13355,124,1652,0.7445,0.5888,0.3333,0.0095,0.8,0.6,0.0,2.0,1.2041,1.2553,-0.6667,0.3329
731,736,38,8,12,5714,110,1362,0.8532,0.5571,0.8,0.0041,0.875,0.5833,1.0,1.5798,0.8451,1.0792,0.2,0.1852
1020,1036,265,48,44,30104,112,1364,0.3123,0.6764,0.3571,0.0154,0.375,0.8182,1.0,2.4232,1.3222,1.5315,0.6429,0.7822
787,800,74,11,6,9431,161,1387,0.8835,0.2875,0.5,0.0073,0.9091,1.0,0.0,1.8692,1.0,0.7782,-0.5,0.1773
545,558,110,25,15,11778,99,1360,0.758,0.3231,0.5385,0.0096,0.52,0.8667,1.0,2.0414,1.1139,1.1139,0.4615,0.5162
1613,1622,265,28,28,26729,74,1698,0.0434,0.3385,0.3478,0.0053,0.4286,1.0,1.0,2.4232,0.9542,1.4472,0.6522,0.5967
37,212,6281,265,132,647595,41,1356,0.0546,0.4562,0.3771,0.1291,0.6604,0.5,0.0,3.7906,2.243,1.8195,-0.6229,1.0
39,51,109,15,11,11573,81,1356,0.0545,0.4394,0.9167,0.0088,0.8,1.0,0.0,2.0374,1.0792,1.0414,-0.0833,0.2432
41,214,13975,709,365,1630309,29,1402,0.0556,0.4627,0.9737,0.1245,0.2403,0.4186,0.0,4.1453,2.233,2.2253,-0.0263,1.0
41,214,6652,276,135,659350,41,1358,0.0604,0.4562,0.3886,0.1259,0.6264,0.5114,0.0,3.7989,2.233,1.8195,-0.6114,1.0
1245,1263,437,38,52,44883,92,1364,0.1374,0.6154,0.3623,0.0176,0.4211,0.9245,1.0,2.6405,1.3802,1.716,0.6377,0.9173
0,17,1014,113,146,98616,87,1333,0.0,0.3941,0.0837,0.0081,0.0974,0.9931,1.0,3.0026,1.0414,2.1206,0.9163,1.0
0,384,21036,1015,586,2519511,24,1398,0.0,0.7499,0.2299,0.2739,0.3783,0.9273,1.0,4.323,2.5843,2.3404,0.7701,1.0
1325,1339,82,13,12,8106,79,1360,0.0,0.3526,0.75,0.0088,0.9231,1.0,1.0,1.9138,1.0792,1.0792,0.25,0.215
1393,1408,114,16,17,14041,119,1356,0.4105,0.5054,0.3846,0.0078,0.375,0.8518,1.0,2.0569,1.1139,1.1139,0.6154,0.3285
955,963,74,11,12,8063,90,1356,0.8709,0.2222,0.9,0.0066,0.8182,1.0,1.0,1.8692,0.9542,1.0,0.1,0.1954
1317,1324,145,12,29,16441,99,1352,0.0325,0.2988,0.2069,0.0051,0.5833,1.0,1.0,2.1614,0.8451,1.4624,0.7931,0.2984
305,318,105,12,15,12615,103,1387,0.4439,0.2667,0.8,0.0087,1.0,1.0,1.0,2.0212,1.0792,1.1761,0.2,0.3068
1013,1032,231,27,22,25096,97,1362,0.4846,0.3977,1.0,0.0147,0.7407,0.8182,0.5,2.3636,1.301,1.301,0.0,0.5967
1245,1254,289,30,26,34599,101,1356,0.1426,0.4135,0.5769,0.0118,0.5,0.9615,1.0,2.4609,1.2041,1.415,0.4231,0.6015
1029,1034,55,8,18,6356,104,1356,0.4976,0.213,0.3333,0.0037,0.75,1.0,1.0,1.7404,0.7782,1.2553,0.6667,0.2195
1043,1059,378,61,39,43323,71,1362,0.4985,0.7354,0.7368,0.0184,0.6269,0.6522,1.0,2.5775,1.3979,1.5911,0.2632,0.9874
919,933,226,40,23,24916,120,1356,0.0088,0.6539,0.8235,0.0153,0.5,0.6923,0.0,2.3541,1.3222,1.1461,-0.1765,0.9513
123,136,198,18,21,21300,97,1358,0.0024,0.4188,0.5,0.0066,0.4167,1.0,1.0,2.2989,0.9542,1.301,0.5,0.3725
1551,1561,60,11,10,6396,99,1624,0.1491,0.2875,0.5,0.0049,0.7273,1.0,1.0,1.7781,0.9031,1.0,0.5,0.1852
39,214,6615,307,140,686124,36,1356,0.0575,0.4293,0.3771,0.1291,0.5786,0.471,0.0,3.8237,2.243,1.8195,-0.6229,1.0
971,980,116,14,12,10152,67,1696,0.738,0.2143,1.0,0.0071,0.8571,1.0,1.0,2.0645,1.0792,1.0792,0.0,0.2583
980,992,52,15,7,5816,101,1362,0.5235,0.2361,0.5,0.0088,0.8,1.0,0.0,1.716,1.0792,0.7782,-0.5,0.1773
41,191,13057,634,374,1507625,27,1400,0.0586,0.5479,0.8849,0.1086,0.2444,0.4471,1.0,4.1158,2.1818,2.1987,0.1151,1.0
39,191,10880,589,367,1238454,38,1400,0.0557,0.4768,0.8216,0.1086,0.2569,0.4386,1.0,4.0366,2.1818,2.2304,0.1784,1.0
919,934,147,20,23,17124,84,1374,0.8651,0.4336,0.5909,0.0096,0.65,0.8696,1.0,2.1673,1.1139,1.3424,0.4091,0.4729
1321,1328,247,20,29,24834,89,1688,0.0457,0.4,0.5,0.0047,0.5,1.0,1.0,2.3979,0.9031,1.4624,0.5,0.4763
71,104,561,60,47,62823,96,1360,0.1064,0.5582,0.5185,0.0243,0.5571,0.561,0.0,2.749,1.5185,1.4472,-0.4815,0.9984
1190,1205,146,30,24,16504,119,1373,0.0,0.5376,0.2632,0.0125,0.3333,0.9583,1.0,2.1644,1.2305,1.3617,0.7368,0.5063
619,628,134,15,20,13353,125,1360,0.9808,0.5278,0.4,0.0059,0.5333,1.0,1.0,2.1271,0.9031,1.301,0.6,0.3359
1271,1316,3431,173,114,378154,118,1360,0.0894,0.5883,0.3631,0.089,0.7225,0.1509,0.0,3.5362,2.0828,1.699,-0.6369,1.0
1175,1216,1004,175,119,103558,103,1692,0.1399,0.5577,0.3103,0.0875,0.2159,0.5698,1.0,3.0065,2.0756,2.0607,0.6897,1.0
41,210,6653,312,167,674367,38,1362,0.0604,0.4678,0.3529,0.1274,0.548,0.4516,0.0,3.8,2.238,1.8451,-0.6471,1.0
39,212,6450,307,140,666662,36,1356,0.0575,0.473,0.3871,0.1276,0.6429,0.4615,0.0,3.8033,2.238,1.8195,-0.6129,1.0
1064,1084,183,34,34,16504,73,1380,0.4339,0.3391,0.4444,0.0081,0.3889,1.0,1.0,2.2672,1.0414,1.5185,0.5556,0.5659
39,220,17825,790,539,2155523,24,1398,0.0558,0.5347,0.9238,0.1279,0.2266,0.397,0.0,4.251,2.2529,2.3304,-0.0762,1.0
295,308,99,29,17,10838,95,1366,0.4107,0.4259,0.7143,0.0168,0.6207,0.7143,0.0,1.9956,1.4472,1.1761,-0.2857,0.3725
1575,1589,252,20,30,27364,92,1696,0.0838,0.45,0.4,0.0081,0.55,1.0,1.0,2.4014,1.0414,1.4771,0.6,0.6422
1348,1360,145,14,13,14669,89,1358,0.3358,0.2361,1.0,0.0089,0.8571,0.9231,0.5,2.1614,1.0792,1.0792,0.0,0.2583
1613,1622,86,13,11,4616,56,1692,0.0024,0.2798,0.8182,0.0053,0.6923,1.0,1.0,1.9345,0.9542,1.0414,0.1818,0.2051
1673,1684,138,18,19,9253,64,1692,0.0024,0.4815,0.3333,0.0047,0.4444,0.9474,1.0,2.1399,0.9031,1.2553,0.6667,0.3601
1063,1082,204,19,21,23894,86,1364,0.4106,0.3726,0.4762,0.0096,0.6842,1.0,1.0,2.3032,1.1139,1.3222,0.5238,0.4498
1176,1208,140,25,30,178588,113,1394,0.2967,0.4563,0.4,0.0093,0.48,0.9,1.0,3.1497,1.2041,1.4771,0.6,0.5951
1117,1130,119,16,13,10744,59,1658,0.3348,0.3566,0.8461,0.0096,0.8125,1.0,0.0,2.0756,1.1139,1.1139,-0.1539,0.257
1341,1409,551,50,49,61209,110,1692,0.294,0.5322,0.9615,0.0184,0.55,0.3674,0.0,2.7411,1.3979,1.415,-0.0385,0.9747
929,937,97,19,17,9247,89,1364,0.4749,0.5376,0.6207,0.0139,0.8947,0.8182,0.0,1.9823,1.2787,1.0414,-0.3793,0.2712
220,234,119,14,11,12238,77,1688,0.3074,0.3232,0.9091,0.0071,0.8571,1.0,1.0,2.0756,1.0792,1.0414,0.0909,0.2173
1287,1296,75,15,12,8166,85,1690,0.4326,0.3631,1.0,0.0071,0.8,1.0,0.5,1.8751,1.0792,1.0792,0.0,0.2583
920,928,32,9,8,6430,128,1387,0.6619,0.1719,1.0,0.0058,0.8889,1.0,0.5,1.5051,0.9031,0.9031,0.0,0.1622
41,216,6653,302,155,693100,43,1358,0.0546,0.4569,0.4,0.1289,0.5792,0.4516,0.0,3.823,2.243,1.8325,-0.6,1.0
1058,1066,51,12,11,5966,103,1360,0.6386,0.2121,0.5454,0.0059,0.75,1.0,1.0,1.7076,0.9031,1.0414,0.4545,0.1715
39,218,6776,242,131,676562,44,1360,0.0574,0.4233,0.3785,0.1303,0.6888,0.4963,0.0,3.8124,2.248,1.8261,-0.6215,1.0
39,194,5688,191,109,598976,41,1358,0.0574,0.4022,0.9643,0.1127,0.7251,0.5149,0.0,3.755,2.1847,1.4314,-0.0357,1.0
2,230,13553,705,420,1529932,23,1400,0.0586,0.5629,0.7407,0.1602,0.2528,0.3796,0.0,4.1158,2.3503,1.4624,-0.2593,1.0
41,184,4307,262,113,456908,40,1360,0.0602,0.4857,0.3785,0.105,0.6887,0.5294,0.0,3.6342,2.1553,1.7076,-0.6215,1.0
39,196,6454,209,129,669614,42,1358,0.0574,0.3981,0.3886,0.1156,0.7476,0.5114,0.0,3.7989,2.1959,1.8195,-0.6114,1.0
829,835,243,24,30,31824,95,1698,0.7507,0.3583,0.4,0.0071,0.5,1.0,1.0,2.3874,1.0792,1.4771,0.6,0.7933
41,193,12260,652,536,1439221,38,1402,0.0585,0.5101,0.9669,0.1084,0.2331,0.387,1.0,4.0885,2.1818,2.2355,0.0331,1.0
1060,1080,201,14,12,24530,104,1387,0.4144,0.303,0.9167,0.0088,0.7143,0.8333,1.0,2.3032,1.0792,1.0792,0.0833,0.2432
27,33,74,9,7,7555,86,1650,0.0325,0.2436,0.5714,0.0048,0.8889,1.0,1.0,1.8692,0.9031,0.8451,0.4286,0.1687
396,408,114,12,12,12782,115,1352,0.6,0.303,0.5833,0.0052,0.5833,1.0,1.0,2.0569,0.8451,1.0792,0.4167,0.1892
37,212,6562,255,133,676077,40,1358,0.0574,0.4403,0.3701,0.1289,0.6679,0.5113,0.0,3.8229,2.243,1.8325,-0.6299,1.0
1575,1589,240,24,32,29699,88,1694,0.1491,0.4063,0.4688,0.0088,0.625,1.0,1.0,2.3802,1.1761,1.5051,0.5313,0.7659
